Date,Channel,Campaign,Spend (TL),Impressions,Clicks,Acquired_Customers,Revenue (TL),Product_Cost (TL),ROI (%),CAC (TL)
2025-03-06,Google Ads,New Product,4000.33,9086,3027,37,17597.23,3474.08,253.05,108.12
2025-03-19,Organic,Summer Sale,1107.88,63582,258,25,16589.35,4727.92,970.64,44.32
2025-04-05,Organic,Black Friday,1372.68,67065,3366,41,11807.35,118.52,751.53,33.48
2025-04-13,Twitter,New Product,1204.61,41779,1941,81,2120.96,1318.63,-33.4,14.87
2024-10-04,Twitter,New Product,2599.16,24462,1226,62,6545.84,3829.53,4.51,41.92
2025-02-15,Email,Black Friday,1643.05,48769,3556,41,12111.37,883.5,583.36,40.07
2024-11-01,Google Ads,New Product,813.07,56878,2089,14,367.77,575.05,-125.49,58.08
2025-04-18,Organic,New Product,2293.21,17956,3339,54,948.36,250.0,-69.55,42.47
2024-07-18,Organic,Black Friday,4375.84,83563,1502,2,13585.5,2522.4,152.82,2187.92
2024-09-04,Organic,New Product,2874.24,86991,4811,88,17775.24,3843.31,384.72,32.66
2024-09-09,Instagram,New Product,4397.76,45555,3910,79,17117.75,4809.44,179.88,55.67
2024-06-28,Google Ads,Holiday Discount,1019.57,46602,1667,48,3446.09,1352.08,105.38,21.24
2024-09-13,Organic,Holiday Discount,876.52,6605,484,51,18233.55,624.43,1908.98,17.19
2024-08-20,Organic,Summer Sale,2899.11,77213,2377,97,13956.41,2024.72,311.56,29.89
2025-02-05,Affiliate,Holiday Discount,2343.48,17938,1696,55,14354.89,296.09,499.91,42.61
2024-06-01,Google Ads,Holiday Discount,3317.85,60502,3213,12,6150.42,1670.17,35.03,276.49
2025-04-20,Google Ads,Summer Sale,3983.4,53545,4812,83,14348.34,3222.54,179.3,47.99
2024-10-22,Google Ads,New Product,3768.97,44534,1490,69,14224.47,857.47,254.66,54.62
2025-01-21,Organic,New Product,4714.19,16009,4493,1,11933.84,3166.75,85.97,4714.19
2025-05-22,Google Ads,Holiday Discount,2021.37,31246,4910,59,7210.04,4860.31,16.24,34.26
2025-02-18,Google Ads,Summer Sale,1071.61,29185,983,73,16239.19,4323.72,1011.92,14.68
2024-12-05,Affiliate,New Product,2777.02,95831,4328,34,18756.61,1797.04,510.71,81.68
2025-02-12,Google Ads,Brand Awareness,598.18,92055,2605,93,17410.78,2119.05,2456.38,6.43
2025-02-18,Organic,Black Friday,1479.81,87488,1196,46,4935.29,2108.22,91.04,32.17
2024-09-12,Facebook,Black Friday,1079.05,47642,4046,59,8968.91,4302.31,332.47,18.29
2024-09-26,Organic,Black Friday,2012.99,10185,430,66,6914.05,4969.26,-3.39,30.5
2024-08-28,Instagram,Holiday Discount,600.52,65366,874,19,14178.84,4132.96,1572.86,31.61
2025-04-28,Twitter,Black Friday,207.62,20843,1588,28,16646.66,2799.43,6569.51,7.42
2025-01-13,Twitter,Black Friday,3301.13,18505,3425,99,4394.34,504.88,17.82,33.34
2025-05-18,Google Ads,Brand Awareness,3070.73,29022,1687,40,18950.78,4773.33,361.7,76.77
2024-08-01,Google Ads,New Product,3556.38,62609,4337,57,13578.85,4303.03,160.82,62.39
2025-05-14,Facebook,Brand Awareness,3318.91,55261,574,51,4447.11,4210.23,-92.86,65.08
2025-01-21,Email,Holiday Discount,615.76,17439,3157,22,7484.78,1971.25,795.4,27.99
2025-03-28,Twitter,Black Friday,1490.84,81196,1143,68,2181.68,2246.91,-104.38,21.92
2025-02-10,Instagram,New Product,691.16,75385,154,8,11981.67,615.92,1544.45,86.4
2025-05-09,Email,Black Friday,4222.71,96164,1789,60,3466.91,4690.61,-128.98,70.38
2024-12-23,Google Ads,Black Friday,3747.17,91371,2410,65,13892.49,4717.31,144.86,57.65
2024-09-03,Organic,Holiday Discount,1047.56,71272,3176,36,14771.21,1287.12,1187.19,29.1
2024-12-19,Affiliate,Black Friday,1739.48,36377,1726,71,9638.76,3486.12,253.71,24.5
2024-09-12,Facebook,Summer Sale,4834.74,4909,2404,89,1966.95,1033.38,-80.69,54.32
2025-02-17,Instagram,New Product,2991.09,15867,4966,29,12256.38,1976.88,243.67,103.14
2024-10-19,Google Ads,New Product,4015.72,65685,4181,65,7506.88,1525.86,48.94,61.78
2025-04-01,Instagram,Summer Sale,1359.73,1794,2984,56,18997.98,1960.16,1153.03,24.28
2024-09-25,Instagram,Holiday Discount,1089.76,84481,1922,82,10312.79,1558.68,703.31,13.29
2025-01-22,Google Ads,Black Friday,3930.39,59527,1092,4,1538.09,1739.55,-105.13,982.6
2024-08-20,Facebook,Black Friday,3445.07,16369,3484,84,12757.38,3959.48,155.38,41.01
2024-07-09,Facebook,New Product,3420.84,24807,1491,72,15609.14,1514.14,312.03,47.51
2025-05-05,Instagram,Holiday Discount,2785.54,11856,1895,91,3294.01,4077.18,-128.12,30.61
2025-01-19,Instagram,Holiday Discount,2839.71,7795,3551,50,9036.24,2848.25,117.91,56.79
2024-06-11,Google Ads,Holiday Discount,3691.7,95921,1591,39,14889.62,3906.61,197.51,94.66
2024-11-15,Organic,Black Friday,1386.51,32063,516,35,507.82,4596.08,-394.86,39.61
2024-08-22,Organic,Holiday Discount,1796.2,61951,2994,25,676.5,709.36,-101.83,71.85
2024-12-27,Facebook,Summer Sale,4364.6,39260,4344,78,13570.55,1732.57,171.23,55.96
2025-01-17,Google Ads,Brand Awareness,1578.88,11149,1641,44,14530.02,296.68,801.48,35.88
2024-10-15,Organic,Holiday Discount,2754.23,93205,2865,47,16932.8,2046.41,440.49,58.6
2024-11-22,Affiliate,Brand Awareness,3528.07,27328,4122,40,8052.04,1202.27,94.15,88.2
2024-09-07,Google Ads,Black Friday,4999.63,70098,3622,31,7856.56,2866.96,-0.2,161.28
2025-01-16,Facebook,Holiday Discount,2204.69,34623,4386,69,11092.12,3921.28,225.25,31.95
2024-10-31,Google Ads,New Product,2169.06,43255,1243,81,15170.81,2442.1,486.83,26.78
2025-03-31,Instagram,Black Friday,4220.81,37389,343,74,12855.74,1681.44,164.74,57.04
2024-05-31,Google Ads,Summer Sale,4037.24,5206,971,43,6613.73,779.73,44.5,93.89
2024-05-31,Facebook,Summer Sale,3668.83,64565,1388,55,6996.29,153.61,86.51,66.71
2024-10-29,Email,Brand Awareness,2342.99,21897,3248,16,15283.8,3395.86,407.38,146.44
2024-10-26,Instagram,Brand Awareness,1653.5,80687,4613,68,10739.47,172.12,539.09,24.32
2024-10-16,Facebook,New Product,3063.22,5370,2464,69,2049.73,4605.78,-183.44,44.39
2025-01-19,Facebook,New Product,4387.31,25045,4903,42,3144.6,2979.27,-96.23,104.46
2025-03-15,Instagram,Summer Sale,4424.7,88236,3525,41,17038.69,1779.41,244.87,107.92
2024-08-17,Google Ads,Holiday Discount,587.07,88770,1591,50,19976.19,228.73,3263.73,11.74
2024-08-26,Google Ads,Summer Sale,2170.33,53584,2548,84,6780.09,2079.16,116.6,25.84
2024-12-25,Twitter,Summer Sale,2350.37,49671,957,6,7795.36,4339.15,47.05,391.73
2024-09-24,Google Ads,New Product,4889.2,16326,2543,75,3174.31,4849.72,-134.27,65.19
2024-10-24,Organic,Brand Awareness,3406.09,68777,2177,53,4790.69,442.94,27.65,64.27
2024-11-21,Twitter,New Product,2065.87,31639,3138,17,8550.13,3890.15,125.57,121.52
2024-12-18,Facebook,New Product,178.99,61874,4697,57,5759.35,1306.62,2387.7,3.14
2024-12-01,Facebook,New Product,2848.66,40766,4040,67,14058.35,1909.6,326.47,42.52
2025-04-26,Instagram,Summer Sale,525.58,22278,3801,16,10803.2,2747.41,1432.74,32.85
2025-04-19,Twitter,Holiday Discount,4180.53,72980,2147,52,16463.71,4973.75,174.84,80.39
2024-07-27,Twitter,Summer Sale,3774.97,69551,3224,90,14518.05,1059.9,256.51,41.94
2024-06-26,Organic,Black Friday,2329.52,81439,437,88,2649.2,669.88,-15.03,26.47
2024-07-20,Google Ads,New Product,2174.59,40583,348,34,2555.44,2982.99,-119.66,63.96
2025-03-16,Email,New Product,4491.83,94679,4484,84,17923.41,4268.18,204.0,53.47
2024-08-24,Facebook,Black Friday,1477.87,71400,3510,81,16408.27,3248.11,790.48,18.25
2024-12-05,Instagram,New Product,1282.65,10676,4111,20,9411.55,1750.93,497.25,64.13
2024-12-31,Google Ads,New Product,4699.03,5234,523,80,2694.25,4885.37,-146.63,58.74
2024-08-30,Google Ads,New Product,4055.77,22340,4761,56,17981.67,4975.26,220.69,72.42
2024-07-09,Organic,Black Friday,4112.1,85259,4937,51,4690.94,3857.83,-79.74,80.63
2025-02-11,Instagram,Summer Sale,1016.21,9526,3263,53,807.14,4016.03,-415.77,19.17
2025-01-11,Facebook,New Product,759.32,73378,4158,49,18492.37,3808.99,1833.75,15.5
2024-06-14,Facebook,Holiday Discount,178.85,35626,498,4,16197.82,1303.15,8228.02,44.71
2024-09-01,Twitter,Black Friday,1223.36,2207,2271,18,13900.29,768.32,973.43,67.96
2024-06-17,Organic,Brand Awareness,3882.24,83844,2032,36,777.2,2780.68,-151.61,107.84
2024-08-14,Facebook,Black Friday,1238.19,63420,3661,35,10615.78,4771.65,371.99,35.38
2024-10-30,Google Ads,Summer Sale,3659.06,53097,2692,30,13107.36,4393.9,138.13,121.97
2024-08-31,Facebook,Black Friday,1296.95,65414,1970,63,15211.01,552.16,1030.26,20.59
2025-03-25,Twitter,Brand Awareness,2006.7,6429,2366,82,9474.37,303.82,357.0,24.47
2024-09-24,Instagram,Holiday Discount,4916.65,54591,1324,21,19071.65,4371.38,198.99,234.13
2024-12-25,Instagram,Brand Awareness,1261.82,8591,4918,52,4971.14,3072.82,50.44,24.27
2025-04-13,Instagram,Black Friday,1913.03,39660,1665,96,1487.72,1535.52,-102.5,19.93
2024-11-10,Facebook,Brand Awareness,1540.38,78313,3668,69,6722.05,2817.61,153.47,22.32
2025-01-02,Organic,Black Friday,592.64,41459,2356,41,13269.92,1123.91,1949.48,14.45
2025-01-26,Instagram,Holiday Discount,2474.98,79084,309,54,14769.43,4735.82,305.4,45.83
2025-05-29,Google Ads,Holiday Discount,1924.52,63099,3256,87,14796.09,4139.44,453.73,22.12
2024-09-25,Google Ads,Summer Sale,3489.69,63848,1562,30,2302.41,4811.95,-171.91,116.32
2024-06-21,Instagram,Holiday Discount,4097.09,98591,4788,91,17713.28,951.54,309.11,45.02
2025-01-22,Twitter,New Product,2744.04,79405,2178,56,5688.59,4221.48,-46.53,49.0
2024-11-20,Facebook,Brand Awareness,209.37,90399,3488,79,4277.23,2810.22,600.68,2.65
2025-03-24,Twitter,Brand Awareness,3113.67,5661,2226,41,12327.7,1638.46,243.3,75.94
2025-05-26,Organic,Black Friday,324.18,45802,4557,14,4315.8,2408.72,488.28,23.16
2024-07-31,Google Ads,Holiday Discount,3100.96,19782,3558,21,10209.97,4723.03,76.94,147.66
2024-08-09,Google Ads,Summer Sale,3440.9,50179,4760,98,8199.89,3463.44,37.65,35.11
2025-01-07,Google Ads,Summer Sale,1028.95,2898,3130,90,4717.48,1812.38,182.34,11.43
2024-11-20,Organic,Summer Sale,4105.76,79455,281,25,5911.99,4999.5,-77.78,164.23
2025-05-09,Google Ads,New Product,4559.87,41068,779,50,8605.4,1741.8,50.52,91.2
2024-10-15,Facebook,Holiday Discount,4074.78,68963,3062,95,6988.59,4072.32,-28.43,42.89
2024-07-21,Instagram,Summer Sale,1560.29,77303,2979,53,7693.36,3926.2,141.44,29.44
2025-02-02,Organic,New Product,2953.88,84956,367,48,14735.15,3620.17,276.28,61.54
2024-08-01,Google Ads,Brand Awareness,4578.33,59654,1580,70,3450.76,3353.79,-97.88,65.4
2025-01-08,Facebook,Black Friday,1637.29,37123,1160,48,12589.61,561.15,634.66,34.11
2025-04-21,Instagram,Holiday Discount,4109.14,57198,765,4,13595.34,4974.88,109.79,1027.29
2024-06-09,Instagram,Holiday Discount,96.9,53872,1391,24,16061.53,821.99,15627.08,4.04
2024-09-20,Organic,Brand Awareness,68.05,5902,3454,31,16961.81,2988.75,20433.52,2.2
2024-07-01,Google Ads,Holiday Discount,3810.57,27850,3362,83,3257.44,1260.76,-47.6,45.91
2024-11-04,Organic,Holiday Discount,3819.17,49554,3170,75,2851.39,860.51,-47.87,50.92
2024-11-01,Email,Holiday Discount,3955.44,44034,3137,29,12333.94,2806.14,140.88,136.39
2025-02-04,Instagram,Holiday Discount,4653.63,65843,251,5,15162.64,4184.99,135.89,930.73
2024-10-17,Email,New Product,633.64,88156,2190,82,5519.3,1897.19,471.64,7.73
2025-01-16,Facebook,New Product,1198.33,9280,1722,67,10564.36,404.3,747.85,17.89
2024-09-21,Google Ads,Black Friday,4523.44,81490,1106,75,15467.56,3126.32,172.83,60.31
2024-10-23,Email,Holiday Discount,927.32,47814,3721,85,15373.31,3836.82,1144.07,10.91
2025-02-28,Instagram,Brand Awareness,3427.03,58465,468,94,13111.02,1494.5,238.97,36.46
2024-06-10,Email,Summer Sale,2675.79,47973,2648,83,1667.88,3459.14,-166.94,32.24
2025-04-14,Facebook,Black Friday,461.81,38729,675,53,1107.81,397.44,53.82,8.71
2025-04-22,Twitter,Summer Sale,1462.06,33800,4990,89,7830.06,1819.91,311.07,16.43
2025-01-08,Instagram,Summer Sale,2625.84,75423,3880,64,631.08,2381.17,-166.65,41.03
2025-02-19,Google Ads,Holiday Discount,4269.13,98143,1928,35,18092.47,3914.18,232.11,121.98
2024-07-06,Facebook,Brand Awareness,3552.32,98677,1994,12,500.88,1703.95,-133.87,296.03
2024-11-21,Organic,Summer Sale,3128.32,79871,2979,47,689.3,2279.42,-150.83,66.56
2025-04-25,Organic,Summer Sale,2505.36,72713,2817,90,3390.01,3149.2,-90.39,27.84
2025-01-03,Instagram,Black Friday,1528.49,42206,3433,55,12577.6,3127.92,518.24,27.79
2025-04-30,Twitter,Brand Awareness,640.26,4926,3590,69,10876.93,2598.45,1192.99,9.28
2024-06-30,Facebook,Brand Awareness,2074.93,61445,443,83,13223.79,1655.8,457.51,25.0
2025-03-07,Facebook,Summer Sale,191.17,44056,2906,91,17881.75,3356.22,7498.23,2.1
2024-08-22,Twitter,Brand Awareness,1094.73,76690,2969,38,9153.42,4189.03,353.48,28.81
2024-06-20,Twitter,Black Friday,2190.79,69495,2668,29,973.13,785.99,-91.46,75.54
2024-09-02,Email,Black Friday,2122.1,85147,681,12,15293.58,1715.5,539.84,176.84
2024-12-27,Twitter,Black Friday,269.26,35161,2906,19,16258.09,3350.37,4693.78,14.17
2025-02-17,Google Ads,Holiday Discount,2965.85,60251,371,9,1092.78,3783.76,-190.73,329.54
2024-10-27,Twitter,Summer Sale,2770.94,19407,3556,82,4932.7,3911.67,-63.15,33.79
2024-12-31,Facebook,Brand Awareness,436.62,79561,4719,29,15434.88,3273.29,2685.39,15.06
2025-03-08,Google Ads,Black Friday,4718.66,72600,1743,3,7585.49,2401.79,9.86,1572.89
2025-02-09,Google Ads,Summer Sale,541.94,57714,1113,87,9505.76,3236.08,1056.9,6.23
2024-08-28,Facebook,Summer Sale,4281.43,7639,3161,30,16481.2,692.52,268.77,142.71
2024-11-10,Facebook,Holiday Discount,51.53,3478,1526,58,1982.93,1054.65,1701.44,0.89
2024-08-19,Facebook,Brand Awareness,4417.29,65546,2967,88,13577.96,4639.1,102.36,50.2
2024-12-08,Google Ads,Brand Awareness,147.61,74465,3311,53,4378.19,4612.41,-258.67,2.79
2024-07-07,Facebook,Black Friday,3801.17,98862,2843,4,1346.76,3624.94,-159.93,950.29
2024-11-05,Instagram,Black Friday,1840.37,63876,3136,57,13283.71,1648.7,532.21,32.29
2025-03-28,Facebook,Summer Sale,3704.17,89373,3861,54,2516.1,3251.22,-119.85,68.6
2025-03-18,Facebook,Brand Awareness,2038.64,42941,4020,28,14965.44,3445.2,465.09,72.81
2024-09-21,Organic,Brand Awareness,400.99,30974,3401,16,4133.84,2585.27,286.19,25.06
2025-01-26,Twitter,Black Friday,3849.16,45183,1008,13,1065.39,3747.66,-169.68,296.09
2025-01-29,Organic,New Product,402.7,9418,4193,72,2076.02,167.86,373.84,5.59
2024-08-28,Facebook,Summer Sale,4614.5,84186,1632,56,16841.28,1295.98,236.88,82.4
2025-01-30,Organic,Brand Awareness,302.32,58148,3226,53,7482.27,3976.36,1059.67,5.7
2024-07-17,Google Ads,Holiday Discount,2422.66,80919,2466,48,6115.11,4694.73,-41.37,50.47
2024-12-17,Google Ads,Holiday Discount,3629.02,32708,509,25,9874.86,4382.92,51.33,145.16
2024-08-17,Facebook,New Product,1996.57,33924,2344,66,12695.36,3588.14,356.14,30.25
2024-09-07,Organic,Black Friday,1125.31,24382,2361,30,838.33,844.17,-100.52,37.51
2024-07-14,Google Ads,Black Friday,3807.5,27649,1279,3,17973.95,1856.22,323.32,1269.17
2024-12-20,Google Ads,Black Friday,3932.26,97676,1580,23,19173.78,270.06,380.73,170.97
2024-07-26,Google Ads,Holiday Discount,4617.34,99099,4675,29,8404.41,3206.51,12.57,159.22
2025-03-02,Twitter,Black Friday,1912.02,31373,1437,41,8311.32,2260.32,216.47,46.63
2025-01-08,Email,Holiday Discount,2555.95,83680,2847,94,17583.34,2873.6,475.51,27.19
2024-11-08,Facebook,New Product,1847.49,75501,1413,11,8643.3,4897.18,102.77,167.95
2024-07-25,Instagram,Summer Sale,1322.56,23791,4552,21,17138.18,2023.22,1042.86,62.98
2024-10-15,Instagram,Brand Awareness,3767.61,59896,502,91,663.91,1547.42,-123.45,41.4
2024-06-30,Email,New Product,1731.28,24115,3954,24,9844.05,770.01,424.12,72.14
2024-10-20,Google Ads,Holiday Discount,2169.34,18341,4959,95,19053.34,735.18,744.41,22.84
2025-04-19,Twitter,New Product,2048.18,17637,627,94,5130.81,2602.5,23.44,21.79
2024-11-15,Facebook,Brand Awareness,3577.67,25269,3969,65,5396.48,3751.16,-54.01,55.04
2025-03-23,Email,Summer Sale,4593.09,84489,3062,1,12639.45,2831.02,113.55,4593.09
2024-09-08,Google Ads,Brand Awareness,3350.44,94330,3314,54,18531.2,4369.0,322.7,62.05
2025-05-28,Facebook,Holiday Discount,2384.33,24877,1981,72,4054.97,1593.04,3.25,33.12
2024-06-03,Facebook,Brand Awareness,3907.07,41273,4292,34,18440.86,2983.33,295.63,114.91
2025-01-25,Instagram,New Product,3222.81,57035,4551,80,13293.77,3312.98,209.69,40.29
2025-02-09,Google Ads,Black Friday,350.02,13405,232,91,19861.64,1417.84,5169.36,3.85
2025-03-05,Organic,New Product,523.53,94348,3227,68,14755.53,1993.59,2337.67,7.7
2025-01-30,Google Ads,Holiday Discount,237.69,63309,285,83,13389.23,2962.88,4286.53,2.86
2025-01-23,Email,Summer Sale,2311.24,42767,687,29,16316.57,124.23,600.59,79.7
2024-09-17,Organic,Brand Awareness,4137.97,10973,3055,3,3585.29,4435.32,-120.54,1379.32
2024-11-28,Instagram,Summer Sale,1599.76,59565,4324,11,18925.11,573.1,1047.17,145.43
2025-05-14,Organic,Holiday Discount,1951.59,90461,2529,8,3395.35,256.84,60.82,243.95
2025-03-29,Email,Brand Awareness,4551.91,24091,3522,62,610.84,1090.88,-110.55,73.42
2024-12-23,Facebook,New Product,4192.67,20584,574,33,13987.35,2521.54,173.47,127.05
2024-09-04,Organic,New Product,3341.99,75607,2840,8,3773.45,1656.91,-36.67,417.75
2025-04-25,Facebook,Holiday Discount,1370.68,71624,2420,25,15199.19,2211.93,847.5,54.83
2024-09-05,Instagram,Brand Awareness,629.36,17550,1334,88,15921.28,439.67,2359.9,7.15
2025-03-27,Organic,New Product,129.49,3063,1685,26,4810.31,1180.86,2702.88,4.98
2025-04-10,Facebook,Holiday Discount,579.7,93816,1773,26,1825.73,506.35,127.6,22.3
2024-09-17,Facebook,Holiday Discount,1498.35,74839,2496,17,10066.34,1163.94,494.15,88.14
2025-01-01,Instagram,Summer Sale,2781.36,12631,4482,91,17815.35,3522.48,413.88,30.56
2024-07-09,Organic,New Product,366.8,2125,4264,29,16961.09,2884.95,3737.55,12.65
2024-07-30,Twitter,Brand Awareness,724.33,36409,1631,43,2429.94,1683.18,3.1,16.84
2024-08-27,Instagram,New Product,946.35,51581,2510,73,19299.19,1320.91,1799.75,12.96
2024-06-07,Email,New Product,3178.31,23485,629,78,5352.59,4987.69,-88.52,40.75
2024-12-09,Twitter,New Product,3098.16,79330,3991,5,7052.88,3843.98,3.57,619.63
2024-11-10,Google Ads,Holiday Discount,2776.29,84554,245,50,3066.1,4113.78,-137.74,55.53
2024-07-10,Google Ads,Black Friday,1289.98,75398,382,94,7618.28,151.3,478.84,13.72
2025-04-25,Organic,Black Friday,1887.04,2690,3141,56,12749.26,316.74,558.84,33.7
2024-10-26,Organic,Summer Sale,528.61,16740,4768,63,10170.96,3568.82,1148.96,8.39
2025-03-26,Twitter,New Product,1170.98,49643,707,57,16568.04,975.33,1231.59,20.54
2025-05-22,Facebook,Black Friday,4493.64,89560,753,92,12861.89,2139.76,138.61,48.84
2024-08-02,Google Ads,Summer Sale,4899.47,86877,1499,45,5344.53,937.15,-10.04,108.88
2024-06-21,Facebook,Holiday Discount,3255.91,10156,1302,37,11193.02,901.82,216.08,88.0
2024-07-02,Google Ads,New Product,4588.28,38214,573,72,1377.4,563.2,-82.25,63.73
2025-03-15,Facebook,Brand Awareness,3231.57,97589,2314,79,11657.73,2979.42,168.55,40.91
2024-12-07,Organic,Holiday Discount,214.32,64389,2472,92,7854.31,3701.72,1837.57,2.33
2025-04-13,Google Ads,Summer Sale,4983.97,76694,85,36,2058.13,303.09,-64.79,138.44
2025-05-15,Organic,Holiday Discount,539.81,3808,825,33,6218.53,1392.25,794.07,16.36
2024-06-03,Facebook,Brand Awareness,3429.08,63987,77,6,17971.93,3298.67,327.91,571.51
2025-01-03,Instagram,Holiday Discount,1301.54,71938,135,76,11762.16,1973.73,652.07,17.13
2025-05-04,Google Ads,Summer Sale,1990.31,68500,2285,71,18074.97,3529.24,630.83,28.03
2024-07-26,Facebook,Brand Awareness,3247.37,63167,2402,45,8275.0,3800.96,37.77,72.16
2025-02-26,Google Ads,Brand Awareness,2210.61,61734,3543,92,19580.28,180.82,777.56,24.03
2024-10-10,Affiliate,Holiday Discount,1290.2,18206,4331,7,7264.38,1916.68,314.49,184.31
2025-05-09,Organic,Brand Awareness,1705.51,10629,4703,65,15160.41,3651.11,574.83,26.24
2024-07-27,Instagram,Holiday Discount,1740.66,33337,2606,24,6177.52,1904.51,145.48,72.53
2025-04-22,Google Ads,New Product,4798.65,88095,4362,45,2209.21,49.05,-54.98,106.64
2024-08-27,Twitter,Brand Awareness,4003.13,64829,306,61,16677.83,1694.79,274.28,65.63
2024-12-24,Facebook,Holiday Discount,2319.82,70401,3856,19,15275.37,4365.81,370.28,122.1
2024-12-02,Google Ads,New Product,1039.11,70830,1497,32,16430.52,4760.66,1023.06,32.47
2025-01-18,Instagram,Brand Awareness,4064.53,47939,4469,30,6063.92,2811.37,-19.98,135.48
2024-07-23,Twitter,New Product,828.05,13965,2294,65,14102.87,1545.67,1416.48,12.74
2024-06-16,Google Ads,Brand Awareness,1091.79,13228,4649,32,4476.46,2341.0,95.59,34.12
2025-05-02,Google Ads,Summer Sale,1861.77,49419,3393,57,325.1,1196.29,-146.79,32.66
2024-09-12,Twitter,Summer Sale,4407.72,97913,743,20,17343.13,857.27,274.02,220.39
2025-03-15,Google Ads,Holiday Discount,702.34,50229,2115,85,10518.16,2477.81,1044.79,8.26
2025-03-24,Google Ads,Black Friday,655.06,13822,3650,83,19674.7,3688.69,2340.39,7.89
2024-06-22,Instagram,Summer Sale,2495.18,31070,4270,94,7762.21,1127.87,165.89,26.54
2024-11-17,Twitter,Black Friday,1418.23,69723,532,92,19141.77,4549.5,928.91,15.42
2024-12-19,Instagram,New Product,2865.2,8135,3715,96,12339.64,857.77,300.74,29.85
2024-06-17,Affiliate,New Product,2285.6,80044,3125,30,10292.88,2800.89,227.79,76.19
2024-06-03,Email,Black Friday,2203.05,40441,2724,87,6125.91,3886.39,1.66,25.32
2024-09-15,Google Ads,Holiday Discount,604.27,40884,2448,91,16523.0,1082.67,2455.2,6.64
2025-03-19,Affiliate,Brand Awareness,748.2,92603,400,59,16593.02,1496.29,1917.74,12.68
2025-03-04,Facebook,Black Friday,4114.34,19043,698,90,8396.9,276.39,97.37,45.71
2024-09-10,Facebook,Black Friday,4435.12,97108,3920,62,14573.13,4720.86,122.14,71.53
2024-10-28,Instagram,Black Friday,1211.68,76043,277,67,9000.03,2445.12,440.98,18.08
2024-12-28,Facebook,Black Friday,611.63,4062,2113,31,14819.22,340.24,2267.28,19.73
2024-11-01,Google Ads,Black Friday,314.41,91236,474,66,19884.38,4154.03,4903.13,4.76
